raw_api_name,canonical_name,file_name,stage,final_status,pytest_outcome,failure_category,root_cause_summary,initial_failure_category,initial_root_cause_summary,failure_messages,tests_total,passed_count,skipped_count,xfailed_count,failed_count,error_count,fix_recommendation,auto_fixable,fix_applied,fix_target,fix_summary,fix_artifact,changed_files,rerun_status,report_path,intervention_type,intervention_reason
torch.nn.Parameter.device,torch.nn.Parameter.device,test_nn_Parameter_device.py,final,fixed,passed,NONE,未捕获到明确的失败详情。,TEST_BUG,"Test asserts param.to(npu_device) returns nn.Parameter, but PyTorch Parameter.to() returns a plain Tensor (with grad_fn) when moving to a different device. The isinstance check is an incorrect assumption about .to() semantics.",[],38,38,0,0,0,0,adjust_test,True,True,test/api_test,"# 🤖 Copilot CLI Session

> [!NOTE]
> - **Session ID:** `c26cde92-b368-4ba0-9587-a5c9c5c3d0a9`  
> - **Started:** 3/23/2026, 11:43:07 PM  
> - **Duration:** 1m 36s  
> - **Exported:** 3/23/2026, 11:44:44 PM  

---

<sub>⏱️ 32s</sub>

### 👤 User

使用 single-api-fix skill。

处理修复请求文件：runs/20260323T150914Z/fixes/test_nn_Parameter_device.request.json

执行修复阶段，不要等待额外确认。
要求：
1. 只修复该请求对应的单个 API。
2. 严格遵守请求文件中的 allowed_scopes。
3. 禁止使用 pytest.xfail。
4. 不要运行 pytest；外层 pipeline 会自动回归验证。
5. 最终回复写简洁修复摘要。


---

<sub>⏱️ 37s</sub>

### ✅ `skill`

**single-api-fix**

<details>
<summary>Arguments</summary>

```json
{
  ""skill"": ""single-api-fix""
}
```

</details>

```
Skill ""single-api-fix"" loaded successfully. Follow the instructions in the skill context.
```


---

<sub>⏱️ 42s</sub>

### ✅ `bash`

**Read the fix request JSON**

$ cat runs/20260323T150914Z/fixes/test_nn_Parameter_device.request.json

<details>
<summary>17 lines</summary>

```
{
  ""canonical_name"": ""torch.nn.Parameter.device"",
  ""file_name"": ""test_nn_Parameter_device.py"",
  ""fix_mode"": ""tests"",
  ""failure_category"": ""TEST_BUG"",
  ""fix_recommendation"": ""adjust_test"",
  ""final_status"": ""pytest_failed"",
  ""pytest_outcome"": ""failed"",
  ""allowed_scopes"": [
    ""test/api_test/test_nn_Parameter_device.py""
  ],
  ""root_cause_summary"": ""Test asserts param.to(npu_device) returns nn.Parameter, but PyTorch Parameter.to() returns a plain Tensor (with grad_fn) when moving to a different device. The isinstance check is an incorrect assumption about .to() semantics."",
  ""failure_messages"": [
    ""AssertionError: assert False\n +  where False = isinstance(tensor([[1., 1., 1.],\\n        [1., 1., 1.]], device='npu:0', grad_fn=<ToCopyBackward0>), <class 'torch.nn.parameter.Parameter'>)\n +    where <class 'torch.nn.parameter.Parameter'> = nn.Parameter\nnpu_device = device(type='npu', index=0)\n\n    def test_parameter_device_after_to_npu_keeps_npu_device(npu_device):\n        \""\""\""验证对象经 .to('npu') 后，迁移结果仍为 Parameter，且 device 信息正确。\""\""\""\n        param = nn.Parameter(torch.ones((2, 3)))\n        moved = param.to(npu_device)\n    \n>       assert isinstance(moved, nn.Parameter)\nE       AssertionError: assert False\nE        +  where False = isinstance(tensor([[1., 1., 1.],\\n        [1., 1., 1.]], device='npu:0', grad_fn=<ToCopyBackward0>), <class 'torch.nn.parameter.Parameter'>)\nE        +    where <class 'torch.nn.parameter.Parameter'> = nn.Parameter\n\ntest/api_test/test_nn_Parameter_device.py:99: AssertionError""
  ]
}
<exited with exit code 0>
```

</details>


---

<sub>⏱️ 48s</sub>

### ✅ `view`

**view the file at /home/l00913161/projects/pta_testcase/test/api_test/test_nn_Parameter_device.py.**

/home/l00913161/projects/pta_testcase/test/api_test/test_nn_Parameter_device.py

<details>
<summary>127 lines</summary>

```
1. """"""
2. 测试目的：
3. 1. 验证 torch.nn.Parameter.device 作为 Tensor 继承属性，在 NPU 环境中可正常返回 torch.device 对象。
4. 2. 覆盖默认 CPU 参数、显式传入 requires_grad、通过 .to(""npu"") / module.to(""npu"") 迁移后的参数、不同 dtype、只读属性异常等关键场景。
5. 3. 验证返回设备的 type / index 属性以及 torch.device 类型判断在 NPU 上符合预期。
6. 4. 该 API 本身为属性访问，无显式入参，因此主要覆盖参数对象状态与异常访问路径。
7. 
8. API 名称：torch.nn.Parameter.device
9. 
10. 覆盖的参数维度表：
11. | 维度 | 覆盖情况 | 说明 |
12. | --- | --- | --- |
13. | 属性访问（无显式入参） | 已覆盖 | 直接读取 `.device`，无需传参 |
14. | 默认设备（CPU） | 已覆盖 | Parameter 默认创建在 CPU，device.type 为 cpu |
15. | 显式 requires_grad | 已覆盖 | 默认不传与显式传入 False 两种情况均覆盖 |
16. | 迁移到 NPU | 已覆盖 | `Parameter.to(...)` 迁移后对象的 device 以及 `module.to(""npu"")` 场景均覆盖 |
17. | device.type | 已覆盖 | 验证 CPU / NPU 的 type 取值 |
18. | device.index | 已覆盖 | 验证 NPU 场景下 index 与当前设备一致 |
19. | 返回值类型 | 已覆盖 | 验证返回值为 `torch.device` 实例 |
20. | 不同 dtype | 已覆盖 | 覆盖 float16 / float32 / int32 |
21. | nn.Module 内 Parameter | 已覆盖 | 验证 module.to(""npu"") 后内部参数设备属性 |
22. | 只读属性异常 | 已覆盖 | 对 `device` 赋值时使用 pytest.raises 验证异常 |
23. 
24. 未覆盖项及原因：
25. | 未覆盖项 | 原因 |
26. | --- | --- |
27. | 具体数值正确性 | `.device` 只返回设备信息，不涉及数值计算，本测试不做数值比对 |
28. | 多卡 / 跨卡设备切换 | 当前用例聚焦单卡 NPU 基本行为，不依赖多卡环境 |
29. | 非当前卡号的 NPU 场景 | 当前用例聚焦当前可用 NPU 设备的基础行为，不额外切换到其他卡 |
30. | 其他异常写法（如对内部属性强行篡改） | 该属性为只读，已用赋值异常覆盖主要异常路径，未逐一枚举所有非法访问方式 |
31. """"""
32. 
33. import pytest
34. 
35. import torch
36. import torch.nn as nn
37. import torch_npu  # noqa: F401
38. 
39. 
40. def _require_npu():
41.     if not hasattr(torch, ""npu""):
42.         pytest.skip(""当前环境未暴露 torch.npu，无法在 NPU 上执行 Parameter.device 测试。"")
43.     if not torch.npu.is_available():
44.         pytest.skip(""当前环境 NPU 不可用，无法在 NPU 上执行 Parameter.device 测试。"")
45. 
46. 
47. @pytest.fixture(scope=""module"")
48. def npu_device():
49.     _require_npu()
50.     current_index = torch.npu.current_device()
51.     device = torch.device(f""npu:{current_index}"")
52.     probe = torch.tensor([1], device=device)
53.     assert probe.device.type == ""npu""
54.     assert probe.device.index == current_index
55.     return device
56. 
57. 
58. def _make_parameter(device, dtype=torch.float32):
59.     if dtype in (torch.int32, torch.int64, torch.int16, torch.int8, torch.uint8, torch.bool):
60.         return nn.Parameter(torch.ones((2, 3), device=device, dtype=dtype), requires_grad=False)
61.     return nn.Parameter(torch.ones((2, 3), device=device, dtype=dtype))
62. 
63. 
64. def test_parameter_device_default_cpu_is_torch_device(npu_device):
65.     """"""验证默认创建的 Parameter 位于 CPU，且 device 返回 torch.device 对象。""""""
66.     param = nn.Parameter(torch.ones((2, 3)))
67. 
68.     assert isinstance(param.device, torch.device)
69.     assert param.device.type == ""cpu""
70.     assert param.device.index is None
71. 
72. 
73. @pytest.mark.parametrize(
74.     ""dtype, requires_grad"",
75.     [
76.         (torch.float16, True),
77.         (torch.float32, True),
78.         (torch.int32, False),
79.     ],
80. )
81. def test_parameter_device_on_npu_for_various_dtypes(npu_device, dtype, requires_grad):
82.     """"""验证不同 dtype 的 Parameter 在 NPU 上读取 device 时均返回正确的设备对象。""""""
83.     param = nn.Parameter(
84.         torch.ones((2, 3), device=npu_device, dtype=dtype),
85.         requires_grad=requires_grad,
86.     )
87. 
88.     assert isinstance(param.device, torch.device)
89.     assert param.device.type == ""npu""
90.     assert param.device.index == npu_device.index
91.     assert param.device == npu_device
92. 
93. 
94. def test_parameter_device_after_to_npu_keeps_npu_device(npu_device):
95.     """"""验证对象经 .to('npu') 后，迁移结果仍为 Parameter，且 device 信息正确。""""""
96.     param = nn.Parameter(torch.ones((2, 3)))
97.     moved = param.to(npu_device)
98. 
99.     assert isinstance(moved, nn.Parameter)
100.     assert isinstance(moved.device, torch.device)
101.     assert moved.device.type == ""npu""
102.     assert moved.device.index == npu_device.index
103. 
104. 
105. def test_parameter_device_inside_module_after_module_to_npu(npu_device):
106.     """"""验证 nn.Module.to('npu') 后，模块内部 Parameter 的 device 为 NPU。""""""
107.     module = nn.Linear(4, 2)
108.     module = module.to(npu_device)
109. 
110.     weight = module.weight
111.     bias = module.bias
112. 
113.     assert isinstance(weight.device, torch.device)
114.     assert isinstance(bias.device, torch.device)
115.     assert weight.device.type == ""npu""
116.     assert bias.device.type == ""npu""
117.     assert weight.device.index == npu_device.index
118.     assert bias.device.index == npu_device.index
119. 
120. 
121. def test_parameter_device_read_only_assignment_raises(npu_device):
122.     """"""验证 device 为只读属性，对其赋值时会抛出异常。""""""
123.     param = _make_parameter(npu_device, dtype=torch.float32)
124. 
125.     with pytest.raises(AttributeError):
126.         param.device = npu_device
127.
```

</details>


---

<sub>⏱️ 1m 4s</sub>

### 💬 Copilot

Now I'll launch the `api_test_fixer` agent since `fix_mode` is ""tests"" and `allowed_scopes` only includes the test file.

---

<sub>⏱️ 1m 4s</sub>

### 📦 task (Completed)

### ✅ `view`

**view the file at /home/l00913161/projects/pta_testcase/test/api_test/test_nn_Parameter_device.py.**

/home/l00913161/projects/pta_testcase/test/api_test/test_nn_Parameter_device.py (lines 1-160)

<details>
<summary>127 lines</summary>

```
1. """"""
2. 测试目的：
3. 1. 验证 torch.nn.Parameter.device 作为 Tensor 继承属性，在 NPU 环境中可正常返回 torch.device 对象。
4. 2. 覆盖默认 CPU 参数、显式传入 requires_grad、通过 .to(""npu"") / module.to(""npu"") 迁移后的参数、不同 dtype、只读属性异常等关键场景。
5. 3. 验证返回设备的 type / index 属性以及 torch.device 类型判断在 NPU 上符合预期。
6. 4. 该 API 本身为属性访问，无显式入参，因此主要覆盖参数对象状态与异常访问路径。
7. 
8. API 名称：torch.nn.Parameter.device
9. 
10. 覆盖的参数维度表：
11. | 维度 | 覆盖情况 | 说明 |
12. | --- | --- | --- |
13. | 属性访问（无显式入参） | 已覆盖 | 直接读取 `.device`，无需传参 |
14. | 默认设备（CPU） | 已覆盖 | Parameter 默认创建在 CPU，device.type 为 cpu |
15. | 显式 requires_grad | 已覆盖 | 默认不传与显式传入 False 两种情况均覆盖 |
16. | 迁移到 NPU | 已覆盖 | `Parameter.to(...)` 迁移后对象的 device 以及 `module.to(""npu"")` 场景均覆盖 |
17. | device.type | 已覆盖 | 验证 CPU / NPU 的 type 取值 |
18. | device.index | 已覆盖 | 验证 NPU 场景下 index 与当前设备一致 |
19. | 返回值类型 | 已覆盖 | 验证返回值为 `torch.device` 实例 |
20. | 不同 dtype | 已覆盖 | 覆盖 float16 / float32 / int32 |
21. | nn.Module 内 Parameter | 已覆盖 | 验证 module.to(""npu"") 后内部参数设备属性 |
22. | 只读属性异常 | 已覆盖 | 对 `device` 赋值时使用 pytest.raises 验证异常 |
23. 
24. 未覆盖项及原因：
25. | 未覆盖项 | 原因 |
26. | --- | --- |
27. | 具体数值正确性 | `.device` 只返回设备信息，不涉及数值计算，本测试不做数值比对 |
28. | 多卡 / 跨卡设备切换 | 当前用例聚焦单卡 NPU 基本行为，不依赖多卡环境 |
29. | 非当前卡号的 NPU 场景 | 当前用例聚焦当前可用 NPU 设备的基础行为，不额外切换到其他卡 |
30. | 其他异常写法（如对内部属性强行篡改） | 该属性为只读，已用赋值异常覆盖主要异常路径，未逐一枚举所有非法访问方式 |
31. """"""
32. 
33. import pytest
34. 
35. import torch
36. import torch.nn as nn
37. import torch_npu  # noqa: F401
38. 
39. 
40. def _require_npu():
41.     if not hasattr(torch, ""npu""):
42.         pytest.skip(""当前环境未暴露 torch.npu，无法在 NPU 上执行 Parameter.device 测试。"")
43.     if not torch.npu.is_available():
44.         pytest.skip(""当前环境 NPU 不可用，无法在 NPU 上执行 Parameter.device 测试。"")
45. 
46. 
47. @pytest.fixture(scope=""module"")
48. def npu_device():
49.     _require_npu()
50.     current_index = torch.npu.current_device()
51.     device = torch.device(f""npu:{current_index}"")
52.     probe = torch.tensor([1], device=device)
53.     assert probe.device.type == ""npu""
54.     assert probe.device.index == current_index
55.     return device
56. 
57. 
58. def _make_parameter(device, dtype=torch.float32):
59.     if dtype in (torch.int32, torch.int64, torch.int16, torch.int8, torch.uint8, torch.bool):
60.         return nn.Parameter(torch.ones((2, 3), device=device, dtype=dtype), requires_grad=False)
61.     return nn.Parameter(torch.ones((2, 3), device=device, dtype=dtype))
62. 
63. 
64. def test_parameter_device_default_cpu_is_torch_device(npu_device):
65.     """"""验证默认创建的 Parameter 位于 CPU，且 device 返回 torch.device 对象。""""""
66.     param = nn.Parameter(torch.ones((2, 3)))
67. 
68.     assert isinstance(param.device, torch.device)
69.     assert param.device.type == ""cpu""
70.     assert param.device.index is None
71. 
72. 
73. @pytest.mark.parametrize(
74.     ""dtype, requires_grad"",
75.     [
76.         (torch.float16, True),
77.         (torch.float32, True),
78.         (torch.int32, False),
79.     ],
80. )
81. def test_parameter_device_on_npu_for_various_dtypes(npu_device, dtype, requires_grad):
82.     """"""验证不同 dtype 的 Parameter 在 NPU 上读取 device 时均返回正确的设备对象。""""""
83.     param = nn.Parameter(
84.         torch.ones((2, 3), device=npu_device, dtype=dtype),
85.         requires_grad=requires_grad,
86.     )
87. 
88.     assert isinstance(param.device, torch.device)
89.     assert param.device.type == ""npu""
90.     assert param.device.index == npu_device.index
91.     assert param.device == npu_device
92. 
93. 
94. def test_parameter_device_after_to_npu_keeps_npu_device(npu_device):
95.     """"""验证对象经 .to('npu') 后，迁移结果仍为 Parameter，且 device 信息正确。""""""
96.     param = nn.Parameter(torch.ones((2, 3)))
97.     moved = param.to(npu_device)
98. 
99.     assert isinstance(moved, nn.Parameter)
100.     assert isinstance(moved.device, torch.device)
101.     assert moved.device.type == ""npu""
102.     assert moved.device.index == npu_device.index
103. 
104. 
105. def test_parameter_device_inside_module_after_module_to_npu(npu_device):
106.     """"""验证 nn.Module.to('npu') 后，模块内部 Parameter 的 device 为 NPU。""""""
107.     module = nn.Linear(4, 2)
108.     module = module.to(npu_device)
109. 
110.     weight = module.weight
111.     bias = module.bias
112. 
113.     assert isinstance(weight.device, torch.device)
114.     assert isinstance(bias.device, torch.device)
115.     assert weight.device.type == ""npu""
116.     assert bias.device.type == ""npu""
117.     assert weight.device.index == npu_device.index
118.     assert bias.device.index == npu_device.index
119. 
120. 
121. def test_parameter_device_read_only_assignment_raises(npu_device):
122.     """"""验证 device 为只读属性，对其赋值时会抛出异常。""""""
123.     param = _make_parameter(npu_device, dtype=torch.float32)
124. 
125.     with pytest.raises(AttributeError):
126.         param.device = npu_device
127.
```

</details>


### ✅ `apply_patch`

<details>
<summary>Arguments</summary>

```json
""*** Begin Patch\n*** Update File: /home/l00913161/projects/pta_testcase/test/api_test/test_nn_Parameter_device.py\n@@\n def test_parameter_device_after_to_npu_keeps_npu_device(npu_device):\n-    \""\""\""验证对象经 .to('npu') 后，迁移结果仍为 Parameter，且 device 信息正确。\""\""\""\n+    \""\""\""验证对象经 .to('npu') 后返回 Tensor，且其 device 信息正确。\""\""\""\n     param = nn.Parameter(torch.ones((2, 3)))\n     moved = param.to(npu_device)\n \n-    assert isinstance(moved, nn.Parameter)\n     assert isinstance(moved.device, torch.device)\n     assert moved.device.type == \""npu\""\n     assert moved.device.index == npu_device.index\n*** End Patch\n""
```

</details>

```
Modified 1 file(s): /home/l00913161/projects/pta_testcase/test/api_test/test_nn_Parameter_device.py
```


### 💬 Copilot

修改摘要
- 修复了 `test_parameter_device_after_to_npu_keeps_npu_device` 中对 `Parameter.to()` 返回类型的错误断言。
- 更新该测试的 docstring，明确说明 `.to('npu')` 后返回的是 `Tensor`，重点验证其 `device` 信息正确。

变更文件
- `test/api_test/test_nn_Parameter_device.py`

剩余风险或未解决项
- 未运行 pytest；但本次修改仅删除了与 PyTorch 标准语义不符的 `isinstance(moved, nn.Parameter)` 断言，并同步更新说明，改动范围最小。


---

<sub>⏱️ 1m 30s</sub>

### 💬 Copilot

Let me verify the change was applied correctly:

---

<sub>⏱️ 1m 30s</sub>

### ✅ `view`

**view the file at /home/l00913161/projects/pta_testcase/test/api_test/test_nn_Parameter_device.py.**

/home/l00913161/projects/pta_testcase/test/api_test/test_nn_Parameter_device.py (lines 94-103)

<details>
<summary>10 lines</summary>

```
94. def test_parameter_device_after_to_npu_keeps_npu_device(npu_device):
95.     """"""验证对象经 .to('npu') 后返回 Tensor，且其 device 信息正确。""""""
96.     param = nn.Parameter(torch.ones((2, 3)))
97.     moved = param.to(npu_device)
98. 
99.     assert isinstance(moved.device, torch.device)
100.     assert moved.device.type == ""npu""
101.     assert moved.device.index == npu_device.index
102. 
103.
```

</details>


---

<sub>⏱️ 1m 36s</sub>

### 💬 Copilot

**修复摘要**

| 项目 | 内容 |
|---|---|
| **API** | `torch.nn.Parameter.device` |
| **根因** | `Parameter.to()` 按 PyTorch 语义返回普通 `Tensor`，测试误断言返回值仍为 `nn.Parameter` |
| **修改** | 删除 `assert isinstance(moved, nn.Parameter)`，更新 docstring |
| **文件** | `test/api_test/test_nn_Parameter_device.py` (line 94-102) |
| **风险** | 极低，仅移除一条不符合框架语义的断言 |

---

<sub>Generated by [GitHub Copilot CLI](https://github.com/features/copilot/cli)</sub>",runs/20260323T150914Z/fixes/test_nn_Parameter_device.md,"[""test/api_test/test_nn_Parameter_device.py""]",pytest_passed,runs/20260323T150914Z/summary.md,none,
torch.nn.Parameter.device.type,torch.nn.Parameter.device.type,test_nn_Parameter_device_type.py,final,analyzed,no_tests_recorded,UNKNOWN,未捕获到明确的失败详情。,UNKNOWN,未捕获到明确的失败详情。,[],0,0,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,human_required,unknown_failure
torch.nn.Parameter.is_contiguous,torch.nn.Parameter.is_contiguous,test_nn_Parameter_is_contiguous.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],6,6,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.nn.Parameter.ndim,torch.nn.Parameter.ndim,test_nn_Parameter_ndim.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],7,7,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.nn.Parameter.size,torch.nn.Parameter.size,test_nn_Parameter_size.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],27,27,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.nn.Parameter.stride,torch.nn.Parameter.stride,test_nn_Parameter_stride.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],16,16,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.nn.Parameter.dtype,torch.nn.Parameter.dtype,test_nn_Parameter_dtype.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],11,11,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.nn.Parameter.itemsize,torch.nn.Parameter.itemsize,test_nn_Parameter_itemsize.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],12,12,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.autograd._unsafe_preserve_version_counter,torch.autograd._unsafe_preserve_version_counter,test_autograd__unsafe_preserve_version_counter.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],13,13,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.library,torch.library,test_library.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],5,5,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch._dynamo.compiled_autograd.compiled_autograd_enabled,torch._dynamo.compiled_autograd.compiled_autograd_enabled,test__dynamo_compiled_autograd_compiled_autograd_enabled.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],5,5,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch._dynamo.compiled_autograd.compiled_autograd_enabled_force_eager,torch._dynamo.compiled_autograd.compiled_autograd_enabled_force_eager,test__dynamo_compiled_autograd_compiled_autograd_enabled_force_eager.py,final,analyzed,no_tests_recorded,UNKNOWN,未捕获到明确的失败详情。,UNKNOWN,未捕获到明确的失败详情。,[],0,0,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,human_required,unknown_failure
torch._dynamo.compiled_autograd.in_compiled_autograd_region,torch._dynamo.compiled_autograd.in_compiled_autograd_region,test__dynamo_compiled_autograd_in_compiled_autograd_region.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],2,2,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch._running_with_deploy,torch._running_with_deploy,test__running_with_deploy.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],10,10,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch.utils._python_dispatch.is_traceable_wrapper_subclass,torch.utils._python_dispatch.is_traceable_wrapper_subclass,test_utils__python_dispatch_is_traceable_wrapper_subclass.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],17,17,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch._dynamo.comptime.comptime.print,torch._dynamo.comptime.comptime.print,test__dynamo_comptime_comptime_print.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],11,11,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch._dynamo.config,torch._dynamo.config,test__dynamo_config.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],8,8,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch._dynamo.config.skip_fsdp_hooks,torch._dynamo.config.skip_fsdp_hooks,test__dynamo_config_skip_fsdp_hooks.py,final,analyzed,no_tests_recorded,UNKNOWN,未捕获到明确的失败详情。,UNKNOWN,未捕获到明确的失败详情。,[],0,0,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,human_required,unknown_failure
torch._C.DispatchKey.Functionalize,torch._C.DispatchKey.Functionalize,test__C_DispatchKey_Functionalize.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],22,22,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch._C.DispatchKeySet,torch._C.DispatchKeySet,test__C_DispatchKeySet.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],21,21,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
torch._C._ExcludeDispatchKeyGuard,torch._C._ExcludeDispatchKeyGuard,test__C__ExcludeDispatchKeyGuard.py,final,pytest_passed,passed,NONE,未捕获到明确的失败详情。,NONE,未捕获到明确的失败详情。,[],16,16,0,0,0,0,manual_followup,False,False,,,,[],not_run,runs/20260323T150914Z/summary.md,none,
